,Discriminacao,Dificuldade,Adivinhacao
V109,16.374,-0.357,0.294
V110,2.377,-1.114,0.058
V111,0.391,-0.219,0.061
V112,0.342,-0.84,0.07
V113,16.138,-0.355,0.316
V114,3.213,-1.992,0.014
V115,2.31,-1.519,0.018
V116,9.152,-1.161,0.219
V117,4.106,-1.541,0.037
V118,3.802,-2.071,0.004
V119,1.376,-1.837,0.018
V120,5.015,-1.574,0.019
V121,4.048,-2.057,0.012
V122,-0.56,-2.359,0.002
V123,7.595,0.043,0.442
V124,4.968,1.301,0.286
V125,2.429,-1.57,0.016
V126,1.857,-1.57,0.014
V127,13.159,-0.136,0.231
V128,2.703,-1.641,0.024
V129,2.46,0.561,0.26
V130,1.818,-1.511,0.014
V131,1.944,-2.011,0.018
V132,1.088,-1.025,0.055
V133,3.738,-1.854,0.016
V134,9.258,0.545,0.326
V135,-0.609,-1.539,0.003
V136,-3.818,-2.374,0.068
V137,1.7,-2.076,0.016
V138,-0.482,-4.747,0.003
V139,4.259,-1.912,0.003
V140,2.701,-1.389,0.013
V141,2.907,-2.019,0.011
V142,3.583,-1.726,0.027
V143,-0.491,-7.804,0.011
V144,-0.533,-4.514,0.003
V145,1.08,1.747,0.353
V146,4.903,0.252,0.469
V147,8.644,-1.286,0.077
V148,4.891,-2.005,0.003
V149,4.261,-1.912,0.003
V150,2.64,-1.689,0.014
V151,-4.36,-2.196,0.029
V152,5.5,-1.878,0.003
V153,4.284,-1.354,0.207
V154,18.264,-0.373,0.36
V155,1.954,-1.91,0.019
V156,0.436,0.821,0.139
V157,-0.563,-3.727,0.002
V158,-0.721,-0.892,0.002
V159,0.514,-1.627,0.043
V160,1.665,-1.621,0.016
V161,-0.072,-14.994,0.141
V162,5.428,-1.495,0.019
V163,-1.001,-2.452,0.002
V164,2.676,-1.618,0.017
V165,5.516,0.83,0.309
V166,1.916,-2.052,0.012
V167,4.896,-2.004,0.003
V168,5.297,-1.665,0.021
V169,9.307,-0.208,0.549
V170,-0.485,-1.286,0.012
V171,-0.292,-3.083,0.028
V172,4.047,-2.057,0.012
V173,0.671,-1.763,0.031
V174,1.886,-1.705,0.015
V175,19.053,-0.4,0.423
V176,7.407,-0.592,0.561
V177,3.204,-1.516,0.028
V178,7.511,-1.147,0.495
V179,4.583,-1.91,0.013
V180,4.584,-1.91,0.013
V181,0.778,-1.937,0.025
V182,9.562,-0.752,0.214
V183,1.79,-1.525,0.019
V184,2.092,-0.554,0.089
V185,-0.781,-1.493,0.002
V186,2.048,-1.228,0.018
V187,2.064,-0.794,0.19
V188,4.897,-2.004,0.003
V189,4.899,-2.004,0.003
V190,3.761,-0.091,0.377
V191,-0.617,-1.542,0.003
V192,-0.423,-6.739,0.005
V193,1.956,-1.456,0.032
V194,1.157,-1.211,0.017
V195,-0.592,-3.368,0.002
V196,3.125,-1.893,0.016
V197,3.577,0.148,0.241
V198,3.751,-1.735,0.016
V199,16.328,-0.347,0.273
V200,5.35,-0.758,0.28
V201,3.151,-1.892,0.016
V202,3.586,-2.21,0.004
V203,3.808,-2.07,0.004
V204,1.21,-0.689,0.05
V205,0.795,-2.199,0.026
V206,4.904,-2.003,0.003
V207,3.012,-1.723,0.01
