,Discriminacao,Dificuldade,Adivinhacao
V89,2.581,1.668,0.483
V90,0.447,-2.401,0.051
V91,3.904,-1.881,0.019
V92,5.387,-2.111,0.016
V93,8.299,-0.047,0.373
V94,4.764,-1.787,0.02
V95,-0.723,-2.288,0.001
V96,5.953,-2.032,0.014
V97,0.441,-2.263,0.036
V98,10.419,0.933,0.431
V99,5.639,-1.632,0.027
V100,-1.621,-1.827,0.001
V101,-1.399,-2.202,0.229
V102,3.979,-1.868,0.019
V103,4.261,-2.126,0.002
V104,-0.147,-4.95,0.227
V105,0.598,-0.227,0.024
V106,3.032,-1.606,0.045
V107,2.423,-1.436,0.009
V108,-1.785,-1.947,0.002
V109,5.04,-1.48,0.131
V110,10.451,0.575,0.344
V111,9.137,1.098,0.307
V112,0.788,-2.197,0.036
V113,6.411,-1.867,0.014
V114,10.329,0.712,0.429
V115,6.2,-1.915,0.015
V116,5.1,0.82,0.449
V117,-0.414,-2.983,0.007
V118,4.73,-1.993,0.017
V119,-1.485,-2.011,0.002
V120,10.034,1.297,0.154
V121,5.599,-1.894,0.015
V122,-1.135,-2.763,0.002
V123,4.835,-1.874,0.017
V124,1.744,-1.854,0.016
V125,5.473,1.25,0.26
V126,1.478,-2.156,0.024
V127,-0.866,-2.076,0.002
V128,4.589,-2.022,0.002
V129,19.343,0.273,0.346
V130,1.557,-0.871,0.586
V131,5.599,-1.894,0.015
V132,0.471,-0.857,0.033
V133,6.21,-1.813,0.002
V134,1.785,-2.097,0.075
V135,2.983,-1.938,0.022
V136,12.954,0.51,0.405
V137,0.271,1.75,0.161
V138,7.535,-1.756,0.009
V139,4.961,-1.955,0.002
V140,8.997,0.955,0.513
V141,1.701,-1.167,0.017
V142,4.262,-2.124,0.002
V143,6.67,-1.951,0.018
V144,6.768,-1.511,0.018
V145,3.437,-1.423,0.067
V146,2.419,-2.174,0.022
V147,9.059,1.282,0.282
V148,1.139,-3.22,0.102
V149,1.599,-2.156,0.024
V150,2.666,-2.04,0.022
V151,6.158,-2.032,0.015
V152,1.799,-1.529,0.015
V153,14.642,0.261,0.374
V154,13.942,0.522,0.39
V155,-0.689,-0.649,0.008
V156,1.307,-1.655,0.095
V157,-0.687,-2.421,0.002
V158,0.433,-0.533,0.185
V159,1.486,-1.691,0.014
V160,4.263,-2.124,0.002
V161,0.722,-1.986,0.02
V162,4.57,-1.921,0.016
V163,0.776,-2.071,0.035
V164,17.365,-0.312,0.553
V165,5.699,-1.91,0.015
V166,1.217,-1.61,0.074
V167,5.629,-2.101,0.279
V168,-0.05,-32.818,0.356
V169,5.27,-1.847,0.017
V170,0.958,-1.597,0.018
V171,-0.751,-1.845,0.002
V172,-1.122,-1.751,0.001
V173,0.621,-4.063,0.127
V174,2.98,-1.939,0.022
V175,0.817,-1.911,0.029
V176,16.523,0.021,0.517
V177,1.919,-1.609,0.025
V178,5.463,-1.538,0.009
V179,12.293,0.854,0.296
V180,6.29,-1.829,0.021
V181,3.794,-2.4,0.002
V182,3.789,-2.401,0.002
V183,2.068,-1.551,0.196
V184,-1.235,-1.866,0.001
V185,-1.836,-1.902,0.012
V186,-1.363,-2.569,0.002
V187,2.196,-2.244,0.019
V188,3.162,-2.239,0.019
V189,10.708,-1.296,0.165
V190,4.459,-1.925,0.013
V191,3.994,-2.248,0.002
V192,2.157,-1.335,0.041
V193,7.467,-1.753,0.009
V194,3.073,0.19,0.495
V195,-0.723,-3.755,0.001
V196,1.981,2.37,0.245
V197,-1.635,-2.451,0.003
V198,-0.256,-3.256,0.028
V199,4.981,0.618,0.381
V200,12.895,0.898,0.291
V201,-0.615,-4.14,0.003
V202,7.535,-1.895,0.015
V203,4.182,-2.158,0.017
V204,0.878,-2.309,0.316
V205,3.957,-2.281,0.017
V206,14.811,0.982,0.374
V207,10.447,0.78,0.48
