,Discriminacao,Dificuldade,Adivinhacao
V64,8.577,-1.242,0.125
V65,5.287,-1.383,0.062
V66,-1.541,0.005,0.005
V67,1.618,-0.785,0.147
V68,-2.419,-1.29,0.004
V69,-1.77,-1.148,0.005
V70,9.431,1.086,0.292
V71,-0.969,-8.268,0.067
V72,4.599,-0.502,0.039
V73,8.137,-1.087,0.037
V74,-2.342,-0.673,0.004
V75,7.764,1.445,0.28
V76,5.01,-1.103,0.06
V77,6.051,-1.062,0.055
V78,3.963,-1.479,0.065
V79,1.594,-0.726,0.186
V80,6.761,0.522,0.376
V81,-1.849,-1.19,0.007
V82,5.955,-1.371,0.045
V83,7.942,0.432,0.292
V84,4.521,-1.272,0.055
V85,6.488,-1.273,0.046
V86,2.136,-1.101,0.059
V87,4.609,-1.0,0.075
V88,-2.116,-1.242,0.005
V89,1.72,-0.741,0.122
V90,7.348,-1.18,0.041
V91,-1.868,-1.702,0.006
V92,5.982,-1.273,0.066
V93,-0.421,-5.203,0.446
V94,5.824,-1.373,0.05
V95,6.126,-0.724,0.089
V96,7.803,-1.423,0.136
V97,5.926,-0.226,0.406
V98,6.388,-1.273,0.048
V99,4.933,-1.108,0.057
V100,3.655,-1.188,0.062
V101,8.109,-1.329,0.131
V102,-0.981,-1.504,0.034
V103,4.361,0.064,0.467
V104,4.913,0.324,0.441
V105,8.104,-1.329,0.132
V106,8.552,0.803,0.288
V107,7.68,-0.467,0.216
V108,5.637,-0.916,0.068
V109,7.791,-1.179,0.041
V110,4.972,0.349,0.482
V111,5.564,-0.776,0.04
V112,6.928,-1.347,0.08
V113,4.935,-1.108,0.058
V114,5.301,-0.82,0.171
V115,8.136,-1.087,0.038
V116,-1.841,-1.529,0.005
V117,6.656,-1.112,0.056
V118,4.542,-1.06,0.071
V119,6.486,-1.273,0.045
V120,2.615,-1.151,0.101
V121,5.876,-0.58,0.348
V122,2.911,-0.587,0.068
V123,6.987,-0.75,0.039
V124,7.087,-1.179,0.048
V125,5.142,1.741,0.467
V126,-1.908,-0.158,0.034
V127,5.848,0.126,0.421
V128,-3.698,-1.455,0.003
V129,-4.935,-0.584,0.003
V130,8.114,-0.618,0.295
V131,-1.492,-0.781,0.006
V132,-3.708,-1.003,0.003
V133,6.608,-0.557,0.387
V134,3.665,1.4,0.423
V135,2.067,-1.474,0.149
V136,-3.513,-1.302,0.003
V137,9.306,-0.721,0.301
V138,-2.808,-0.823,0.061
V139,-2.433,-1.211,0.004
V140,-0.041,-111.752,0.68
V141,8.832,-0.698,0.3
V142,2.367,-0.429,0.319
V143,-3.989,-1.644,0.003
V144,6.561,1.407,0.205
V145,8.569,-0.441,0.554
V146,-3.386,-0.815,0.003
V147,5.221,-0.327,0.573
V148,8.392,0.425,0.269
V149,6.804,-0.706,0.392
V150,5.332,-0.291,0.494
V151,1.359,-0.962,0.358
V152,-0.543,-0.002,0.02
V153,-3.66,-1.501,0.294
V154,-1.395,-0.861,0.006
V155,-3.566,-1.066,0.004
V156,-2.085,-0.048,0.006
V157,6.287,-0.711,0.489
V158,-3.678,-1.048,0.003
V159,-3.509,-0.97,0.003
V160,-5.625,-1.242,0.003
V161,4.524,-0.475,0.445
V162,9.16,-0.438,0.426
V163,-1.928,-1.236,0.006
V164,-4.534,-1.161,0.003
V165,1.523,-0.98,0.277
V166,2.723,-0.977,0.315
V167,-2.838,-0.894,0.004
V168,9.851,-0.698,0.468
V169,-2.147,-0.002,0.005
V170,1.581,-1.207,0.17
V171,-1.81,-1.072,0.004
V172,-4.597,-0.774,0.003
V173,8.116,0.706,0.147
V174,-3.554,-1.688,0.003
V175,-2.915,-0.801,0.004
