,Discriminacao,Dificuldade,Adivinhacao
V96,9.006,-0.748,0.163
V97,6.296,-0.973,0.087
V98,9.97,0.09,0.533
V99,3.678,-0.005,0.55
V100,2.114,-0.655,0.085
V101,12.052,-0.876,0.004
V102,-2.815,-0.88,0.0
V103,11.269,-0.649,0.498
V104,10.914,-1.276,0.073
V105,9.468,-0.255,0.324
V106,7.994,-0.818,0.157
V107,9.974,-0.704,0.331
V108,10.453,-0.762,0.004
V109,10.654,-0.64,0.166
V110,16.289,-1.051,0.004
V111,8.035,-0.817,0.157
V112,4.796,-1.331,0.056
V113,11.046,-0.823,0.004
V114,9.505,-0.655,0.493
V115,10.653,-0.641,0.166
V116,-3.519,-1.056,0.0
V117,11.025,-0.608,0.332
V118,7.975,-0.818,0.157
V119,-1.743,-0.703,0.0
V120,-1.137,-1.23,0.0
V121,10.614,-0.679,0.332
V122,3.863,-1.503,0.062
V123,9.844,-1.332,0.126
V124,5.968,0.199,0.686
V125,12.06,-0.559,0.331
V126,-3.371,-0.364,0.0
V127,12.894,0.777,0.646
V128,-2.619,-0.325,0.0
V129,-1.942,-0.531,0.0
V130,-2.189,-0.916,0.0
V131,11.545,-0.619,0.499
V132,-2.625,-0.484,0.0
V133,-3.553,-0.725,0.0
V134,-3.362,-0.584,0.0
V135,-4.194,-1.169,0.0
V136,2.859,-0.21,0.689
V137,13.63,0.305,0.602
V138,2.431,-1.263,0.107
V139,6.071,-0.046,0.625
V140,-1.679,-0.625,0.0
V141,-1.594,-0.453,0.0
V142,11.282,0.735,0.583
V143,9.635,0.282,0.617
V144,10.69,0.146,0.599
V145,-1.881,-0.321,0.0
V146,3.688,-0.612,0.473
V147,8.079,0.004,0.565
V148,3.697,-0.61,0.474
V149,4.223,-0.515,0.493
V150,-2.656,-0.723,0.0
V151,17.727,-0.334,0.667
V152,-1.34,-0.593,0.0
V153,-2.435,-0.699,0.0
V154,2.153,-0.956,0.025
V155,4.293,-0.429,0.663
V156,-3.553,-0.725,0.0
V157,13.971,0.332,0.603
V158,13.91,0.347,0.687
V159,-3.145,-0.656,0.0
V160,-2.921,-0.587,0.0
V161,2.962,-0.986,0.112
V162,-2.091,-0.693,0.0
V163,13.023,0.903,0.636
V164,-2.78,-0.928,0.0
V165,-2.089,-0.693,0.0
V166,-3.06,-0.698,0.0
V167,-3.479,-0.764,0.0
V168,-2.695,-1.515,0.0
V169,11.845,-0.62,0.499
V170,5.058,-1.141,0.099
V171,13.095,0.296,0.602
V172,-1.697,-0.765,0.0
V173,-2.082,-0.306,0.0
V174,10.672,0.765,0.624
V175,10.488,0.052,0.565
