,Discriminacao,Dificuldade,Adivinhacao
V104,3.332,-1.391,0.0
V105,23.585,0.646,0.065
V106,4.258,-0.9,0.0
V107,36.185,-0.416,0.347
V108,3.683,-0.801,0.0
V109,3.147,-0.735,0.001
V110,20.698,-0.815,0.0
V111,4.023,-1.016,0.0
V112,4.855,-1.325,0.0
V113,4.258,-0.9,0.0
V114,1.833,-1.967,0.0
V115,40.072,0.361,0.043
V116,-3.419,-1.597,0.06
V117,6.768,-0.478,0.223
V118,2.959,-1.116,0.0
V119,-2.407,-1.708,0.101
V120,0.69,21.691,0.126
V121,6.615,-0.604,0.194
V122,17.04,-1.424,0.0
V123,18.142,-1.36,0.0
V124,1.452,-1.515,0.0
V125,2.526,-0.773,0.0
V126,-3.187,1.129,0.0
V127,-0.663,3.477,0.0
V128,-2.608,0.894,0.0
V129,-4.542,-0.681,0.022
V130,-3.85,-1.036,0.046
V131,-0.085,34.371,0.042
V132,-2.509,0.804,0.0
V133,-7.517,-0.47,0.033
V134,-2.51,0.803,0.0
V135,-3.949,-1.164,0.012
V136,-0.484,5.852,0.0
V137,-0.507,3.757,0.0
V138,0.07,-30.015,0.056
V139,-0.351,6.839,0.0
V140,-0.74,2.293,0.0
V141,-1.216,1.122,0.0
V142,-0.904,2.185,0.0
V143,-1.209,1.837,0.0
V144,-0.459,3.816,0.0
V145,-1.127,1.139,0.0
V146,0.223,-10.545,0.007
V147,-1.702,1.209,0.0
V148,-0.167,13.374,0.003
V149,-0.236,8.467,0.0
V150,-2.047,1.077,0.0
V151,-0.278,9.321,0.003
V152,-1.605,0.917,0.0
V153,-4.125,-0.702,0.05
V154,-1.631,1.107,0.0
V155,-0.215,11.907,0.009
V156,-3.82,-1.055,0.057
V157,-0.809,2.466,0.0
V158,-1.061,1.872,0.0
V159,-1.502,1.042,0.0
V160,-4.117,-0.703,0.05
V161,0.467,-5.068,0.0
V162,-3.804,0.558,0.076
V163,-2.417,0.935,0.0
V164,-4.719,-0.75,0.055
V165,-2.851,-0.95,0.047
V166,-2.354,0.768,0.0
V167,-2.092,0.94,0.0
V168,-18.596,-1.421,0.009
V169,-0.182,14.632,0.012
V170,0.186,-15.496,0.026
V171,-0.422,4.936,0.0
V172,-1.341,0.922,0.0
V173,-2.103,1.017,0.0
V174,-2.164,1.231,0.0
V175,-0.321,6.34,0.0
